ENSG00000182873	PRKCZ-AS1
ENSG00000162585	FAAP20
ENSG00000304038	NO_NAME_2002
ENSG00000234396	NO_NAME_900
ENSG00000304143	NO_NAME_2009
ENSG00000157933	SKI
ENSG00000295493	NO_NAME_1278
ENSG00000287356	NO_NAME_2108
ENSG00000116151	MORN1
ENSG00000272161	NO_NAME_901
ENSG00000292993	NO_NAME_995
ENSG00000269896	NO_NAME_994
ENSG00000272420	NO_NAME_76
ENSG00000295371	NO_NAME_1271
ENSG00000157916	RER1
ENSG00000157911	PEX10
ENSG00000149527	PLCH2
ENSG00000224387	NO_NAME_58
ENSG00000229393	NO_NAME_61
ENSG00000157881	PANK4
ENSG00000197921	HES5
ENSG00000272449	NO_NAME_2387
ENSG00000238164	TNFRSF14-AS1
ENSG00000307979	NO_NAME_2383
ENSG00000157873	TNFRSF14
ENSG00000225931	NO_NAME_60
ENSG00000307958	NO_NAME_2382
ENSG00000228037	NO_NAME_2381
ENSG00000289610	NO_NAME_2584
ENSG00000157870	PRXL2B
ENSG00000142606	MMEL1
ENSG00000237058	MMEL1-AS1
ENSG00000215912	TTC34
ENSG00000285945	NO_NAME_69
ENSG00000283259	NO_NAME_75
ENSG00000233234	NO_NAME_74
ENSG00000287396	NO_NAME_1760
ENSG00000231630	NO_NAME_82
ENSG00000302855	NO_NAME_1895
ENSG00000295089	NO_NAME_1244
ENSG00000300015	NO_NAME_1656
ENSG00000284745	NO_NAME_1198
ENSG00000169717	ACTRT2
ENSG00000177133	PRDM16-DT
ENSG00000142611	PRDM16
ENSG00000283572	MIR4251
ENSG00000226286	NO_NAME_634
ENSG00000306427	NO_NAME_2214
ENSG00000279839	NO_NAME_635
ENSG00000306439	NO_NAME_2216
ENSG00000272235	NO_NAME_56
ENSG00000287828	NO_NAME_2218
ENSG00000286518	NO_NAME_788
ENSG00000295754	NO_NAME_1295
ENSG00000297626	NO_NAME_1461
ENSG00000130762	ARHGEF16
ENSG00000272088	NO_NAME_789
ENSG00000162591	MEGF6
ENSG00000207776	MIR551A
ENSG00000309127	NO_NAME_2512
ENSG00000238260	NO_NAME_2510
ENSG00000158109	TPRG1L
ENSG00000116213	WRAP73
ENSG00000078900	TP73
ENSG00000227589	TP73-AS3
ENSG00000235131	TP73-AS2
ENSG00000293478	GFOD3P_1
ENSG00000276189	NO_NAME_790
ENSG00000227372	GFOD3P
ENSG00000162592	CCDC27
ENSG00000296834	NO_NAME_1374
ENSG00000235169	SMIM1
ENSG00000130764	LRRC47
ENSG00000266075	RN7SL574P
ENSG00000272153	NO_NAME_409
ENSG00000116198	CEP104
ENSG00000169598	DFFB
ENSG00000198912	C1orf174
ENSG00000236423	LINC01134
ENSG00000233304	LINC01346
ENSG00000226374	LINC01345
ENSG00000284668	LINC02780
ENSG00000284703	NO_NAME_1376
ENSG00000296871	NO_NAME_1379
ENSG00000308587	NO_NAME_2450
ENSG00000229280	EEF1DP6
ENSG00000301255	NO_NAME_1763
ENSG00000299169	NO_NAME_1585
ENSG00000302287	NO_NAME_1849
ENSG00000235054	LINC01777
ENSG00000306535	NO_NAME_2230
ENSG00000284694	NO_NAME_57
ENSG00000299517	NO_NAME_1626
ENSG00000227169	NO_NAME_63
ENSG00000295490	NO_NAME_1277
ENSG00000232596	LINC01646
ENSG00000300565	NO_NAME_1706
ENSG00000303830	NO_NAME_1982
ENSG00000196581	AJAP1
ENSG00000287586	NO_NAME_62
ENSG00000284739	NO_NAME_2497
ENSG00000284674	LINC02781
ENSG00000309102	NO_NAME_2509
ENSG00000309111	NO_NAME_2511
ENSG00000231510	LINC02782
ENSG00000296716	NO_NAME_1370
ENSG00000302269	NO_NAME_1847
ENSG00000306645	NO_NAME_2243
ENSG00000284616	NO_NAME_54
ENSG00000302445	NO_NAME_1863
ENSG00000302452	NO_NAME_1864
ENSG00000295735	NO_NAME_1293
ENSG00000284692	NO_NAME_2407
ENSG00000284666	NO_NAME_70
ENSG00000260972	NO_NAME_55
ENSG00000299325	NO_NAME_1599
ENSG00000283356	NO_NAME_64
ENSG00000289893	NO_NAME_2883
ENSG00000264341	NO_NAME_273
ENSG00000295108	NO_NAME_1248
ENSG00000295122	NO_NAME_1251
ENSG00000298180	NO_NAME_1493
ENSG00000264101	MIR4689
ENSG00000131697	NPHP4
ENSG00000299539	NO_NAME_1629
ENSG00000069424	KCNAB2
ENSG00000116254	CHD5
ENSG00000285629	NO_NAME_38
ENSG00000116251	RPL22
ENSG00000226944	RNF207-AS1
ENSG00000158286	RNF207
ENSG00000116237	ICMT
ENSG00000225077	ICMT-DT
ENSG00000173673	HES3
ENSG00000158292	GPR153
ENSG00000097021	ACOT7
ENSG00000271746	NO_NAME_915
ENSG00000069812	HES2
ENSG00000187017	ESPN
ENSG00000265392	MIR4252
ENSG00000231868	NO_NAME_916
ENSG00000215788	TNFRSF25
ENSG00000171680	PLEKHG5
ENSG00000297749	NO_NAME_1466
ENSG00000299237	NO_NAME_1593
ENSG00000299253	NO_NAME_1595
ENSG00000162408	NOL9
ENSG00000253022	RNU6-731P
ENSG00000229519	NO_NAME_381
ENSG00000173662	TAS1R1
ENSG00000204859	ZBTB48
ENSG00000162413	KLHL21
ENSG00000295286	NO_NAME_1266
ENSG00000304810	NO_NAME_2046
ENSG00000116273	PHF13
ENSG00000041988	THAP3
ENSG00000007923	DNAJC11
ENSG00000228750	LINC01672
ENSG00000284744	NO_NAME_719
ENSG00000237436	CAMTA1-DT
ENSG00000171735	CAMTA1
ENSG00000227950	NO_NAME_855
ENSG00000237365	CAMTA1-AS3
ENSG00000207056	RNU1-8P
ENSG00000310450	NO_NAME_2612
ENSG00000237402	CAMTA1-IT1
ENSG00000237728	CAMTA1-AS2
ENSG00000294314	NO_NAME_1186
ENSG00000225126	CAMTA1-AS1
ENSG00000298973	NO_NAME_1562
ENSG00000306883	NO_NAME_2267
ENSG00000302704	NO_NAME_1878
ENSG00000270171	NO_NAME_856
ENSG00000270035	NO_NAME_857
ENSG00000269978	NO_NAME_2190
ENSG00000300603	NO_NAME_1710
ENSG00000049245	VAMP3
ENSG00000269925	NO_NAME_830
ENSG00000049246	PER3
ENSG00000236266	NO_NAME_1892
ENSG00000049247	UTS2
ENSG00000302605	NO_NAME_1874
ENSG00000049249	TNFRSF9
ENSG00000270330	NO_NAME_831
ENSG00000116288	PARK7
ENSG00000299004	NO_NAME_2844
ENSG00000200344	NO_NAME_832
ENSG00000284747	NO_NAME_2845
ENSG00000284716	NO_NAME_833
ENSG00000116285	ERRFI1
ENSG00000238290	ERRFI1-DT
ENSG00000232848	RPL7AP18
ENSG00000301325	NO_NAME_2846
ENSG00000227634	LINC01714
ENSG00000229305	NO_NAME_891
ENSG00000301344	NO_NAME_2847
ENSG00000200975	RNU1-7P
ENSG00000233645	NO_NAME_892
ENSG00000298156	NO_NAME_2848
ENSG00000301025	NO_NAME_2849
ENSG00000301006	NO_NAME_1746
ENSG00000251977	RNU6-991P
ENSG00000162426	SLC45A1
ENSG00000252254	NO_NAME_344
ENSG00000142599	RERE
ENSG00000232912	RERE-AS1
ENSG00000221083	NO_NAME_893
ENSG00000270282	NO_NAME_894
ENSG00000234619	RPL7P11
ENSG00000224315	RPL7P7
ENSG00000303676	NO_NAME_1969
ENSG00000222511	NO_NAME_895
ENSG00000226545	NO_NAME_896
ENSG00000228423	NO_NAME_897
ENSG00000229716	RPL23AP19
ENSG00000074800	ENO1
ENSG00000274258	MIR6728
ENSG00000230679	ENO1-AS1
ENSG00000201725	RNU6-304P
ENSG00000238249	HMGN2P17
ENSG00000310107	NO_NAME_2821
ENSG00000232208	NO_NAME_2820
ENSG00000232663	NO_NAME_898
ENSG00000310124	NO_NAME_2572
ENSG00000131686	CA6
ENSG00000290109	NO_NAME_2398
ENSG00000265141	RN7SL451P
ENSG00000197241	SLC2A7
ENSG00000142583	SLC2A5
ENSG00000252404	NO_NAME_274
ENSG00000180758	GPR157
ENSG00000228526	MIR34AHG
ENSG00000284357	MIR34A
ENSG00000289914	NO_NAME_1815
ENSG00000302015	NO_NAME_1818
ENSG00000234546	LNCTAM34A
ENSG00000301983	NO_NAME_1812
ENSG00000301968	NO_NAME_1811
ENSG00000049239	H6PD
ENSG00000302217	NO_NAME_1843
ENSG00000171621	SPSB1
ENSG00000294252	NO_NAME_1173
ENSG00000296073	NO_NAME_1316
ENSG00000296056	NO_NAME_1313
ENSG00000307568	NO_NAME_2348
ENSG00000284652	NO_NAME_134
ENSG00000284693	LINC02606
ENSG00000252956	RNA5SP40
ENSG00000301013	NO_NAME_1747
ENSG00000301030	NO_NAME_1749
ENSG00000306844	NO_NAME_2264
ENSG00000296249	NO_NAME_1329
ENSG00000235263	NO_NAME_2094
ENSG00000171612	SLC25A33
ENSG00000231181	NO_NAME_825
ENSG00000188807	TMEM201
ENSG00000307011	NO_NAME_3160
ENSG00000171608	PIK3CD
ENSG00000179840	PIK3CD-AS1
ENSG00000233268	NO_NAME_826
ENSG00000301080	NO_NAME_3161
ENSG00000231789	PIK3CD-AS2
ENSG00000171603	CLSTN1
ENSG00000271264	MZT1P1
ENSG00000280113	NO_NAME_827
ENSG00000178585	CTNNBIP1
ENSG00000223989	CTNNBIP1-AS1
ENSG00000285701	NO_NAME_3162
ENSG00000228150	NO_NAME_3163
ENSG00000162441	LZIC
ENSG00000173614	NMNAT1
ENSG00000202415	RN7SKP269
ENSG00000283611	TMEM274P
ENSG00000265521	MIR5697
ENSG00000241326	NO_NAME_3164
ENSG00000162444	RBP7
ENSG00000130939	UBE4B
ENSG00000224340	RPL21P21
ENSG00000233623	PGAM1P11
ENSG00000201746	RNU6-828P
ENSG00000054523	KIF1B
ENSG00000264881	NO_NAME_329
ENSG00000199562	RNU6-37P
ENSG00000264501	RN7SL731P
ENSG00000284735	NO_NAME_330
ENSG00000284642	NO_NAME_331
ENSG00000142657	PGD
ENSG00000271989	NO_NAME_332
ENSG00000251503	CENPS-CORT
ENSG00000175279	CENPS
ENSG00000241563	CORT
ENSG00000160049	DFFA
ENSG00000203469	NO_NAME_333
ENSG00000142655	PEX14
ENSG00000307253	NO_NAME_2314
ENSG00000287727	NO_NAME_59
ENSG00000243267	RN7SL614P
ENSG00000130940	CASZ1
ENSG00000272078	NO_NAME_79
ENSG00000298629	NO_NAME_1531
ENSG00000308013	NO_NAME_2390
ENSG00000307983	NO_NAME_2384
ENSG00000307999	NO_NAME_2388
ENSG00000225158	HSPE1P24
ENSG00000308257	NO_NAME_2414
ENSG00000175262	CIROZ
ENSG00000215785	CFL1P6
ENSG00000120948	TARDBP
ENSG00000009724	MASP2
ENSG00000116649	SRM
ENSG00000230337	EXOSC10-AS1
ENSG00000171824	EXOSC10
ENSG00000198793	MTOR
ENSG00000225602	MTOR-AS1
ENSG00000253086	RNU6-537P
ENSG00000171819	ANGPTL7
ENSG00000207451	RNU6-291P
ENSG00000238173	RPL39P6
ENSG00000309051	NO_NAME_2499
ENSG00000120942	UBIAD1
ENSG00000238199	UBE2V2P3
ENSG00000284646	NO_NAME_1148
ENSG00000302153	NO_NAME_1837
ENSG00000302176	NO_NAME_1839
ENSG00000224338	MTCYBP45
ENSG00000299102	NO_NAME_1579
ENSG00000204624	DISP3
ENSG00000285833	NO_NAME_67
ENSG00000303300	NO_NAME_1940
ENSG00000235643	LINC01647
ENSG00000284708	NO_NAME_1092
ENSG00000116661	FBXO2
ENSG00000132879	FBXO44
ENSG00000116670	MAD2L2
ENSG00000116663	FBXO6
ENSG00000162490	DRAXIN
ENSG00000301523	NO_NAME_3022
ENSG00000305789	NO_NAME_3023
ENSG00000177674	AGTRAP
ENSG00000215910	C1orf167
ENSG00000177553	C1orf167-AS1
ENSG00000177000	MTHFR
ENSG00000011021	CLCN6
ENSG00000276470	NO_NAME_357
ENSG00000278852	NO_NAME_358
ENSG00000175206	NPPA
ENSG00000275915	NO_NAME_359
ENSG00000120937	NPPB
ENSG00000224904	SBF1P2
ENSG00000285646	NO_NAME_3024
ENSG00000199347	RNU5E-1
ENSG00000201801	RNU5E-4P
ENSG00000116685	KIAA2013
ENSG00000083444	PLOD1
ENSG00000287384	NO_NAME_360
ENSG00000116688	MFN2
ENSG00000270914	NO_NAME_361
ENSG00000116691	MIIP
ENSG00000202461	NO_NAME_362
ENSG00000276869	MIR6729
ENSG00000243539	RN7SL649P
ENSG00000120949	TNFRSF8
ENSG00000201135	RNU6-777P
ENSG00000227875	RPL23AP89
ENSG00000285604	NO_NAME_363
ENSG00000294285	NO_NAME_1180
ENSG00000301863	NO_NAME_1799
ENSG00000283789	MIR7846
ENSG00000028137	TNFRSF1B
ENSG00000296888	NO_NAME_1383
ENSG00000263676	MIR4632
ENSG00000297053	NO_NAME_1393
ENSG00000225196	RPL10P17
ENSG00000252969	NO_NAME_275
ENSG00000048707	VPS13D
ENSG00000295309	NO_NAME_1268
ENSG00000239149	SNORA59A
ENSG00000229484	LINC02766
ENSG00000309694	NO_NAME_2543
ENSG00000162496	DHRS3
ENSG00000221340	RNU6ATAC18P
ENSG00000276830	MIR6730
ENSG00000305650	NO_NAME_2135
ENSG00000288927	NO_NAME_2138
ENSG00000204518	AADACL4
ENSG00000226166	NO_NAME_793
ENSG00000188984	AADACL3
ENSG00000157330	CFAP107
ENSG00000116726	PRAMEF12
ENSG00000116721	PRAMEF1
ENSG00000228338	LINC01784
ENSG00000239810	PRAMEF11
ENSG00000231103	PRAMEF30P
ENSG00000179172	HNRNPCL1
ENSG00000120952	PRAMEF2
ENSG00000243073	PRAMEF4
ENSG00000296105	NO_NAME_1318
ENSG00000187545	PRAMEF10
ENSG00000204510	PRAMEF7
ENSG00000207434	RNU6-1072P
ENSG00000234064	PRAMEF29P
ENSG00000232423	PRAMEF6
ENSG00000274178	PRAMEF28P
ENSG00000274764	PRAMEF27
ENSG00000277058	HNRNPCL3
ENSG00000229571	PRAMEF25
ENSG00000277862	PRAMEF34P
ENSG00000236179	PRAMEF35P
ENSG00000275774	HNRNPCL2
ENSG00000290772	NO_NAME_1613
ENSG00000229978	PRAMEF36P
ENSG00000297821	NO_NAME_1469
ENSG00000233336	NO_NAME_522
ENSG00000280267	PRAMEF26
ENSG00000179412	HNRNPCL4
ENSG00000204505	PRAMEF9
ENSG00000279169	PRAMEF13
ENSG00000279804	PRAMEF18
ENSG00000295394	NO_NAME_2811
ENSG00000250894	PRAMEF31P
ENSG00000270601	PRAMEF5
ENSG00000231219	PRAMEF32P
ENSG00000207511	RNU6-771P
ENSG00000182330	PRAMEF8
ENSG00000237700	PRAMEF33
ENSG00000204501	PRAMEF15
ENSG00000228229	NO_NAME_444
ENSG00000204481	PRAMEF14
ENSG00000204480	PRAMEF19
ENSG00000204479	PRAMEF17
ENSG00000204478	PRAMEF20
ENSG00000307992	NO_NAME_2385
ENSG00000295011	NO_NAME_1235
ENSG00000162494	LRRC38
ENSG00000301663	NO_NAME_1785
ENSG00000259961	NO_NAME_1345
ENSG00000215909	BRWD1P1
ENSG00000162493	PDPN
ENSG00000222952	RNA5SP41
ENSG00000237445	NO_NAME_569
ENSG00000295237	NO_NAME_1262
ENSG00000253085	NO_NAME_570
ENSG00000116731	PRDM2
ENSG00000289380	NO_NAME_741
ENSG00000304226	NO_NAME_2015
ENSG00000189337	KAZN
ENSG00000252151	RNU6-1265P
ENSG00000231606	NO_NAME_80
ENSG00000234593	KAZN-AS1
ENSG00000302124	NO_NAME_1833
ENSG00000235829	TBCAP2
ENSG00000287756	NO_NAME_133
ENSG00000294214	NO_NAME_1168
ENSG00000294586	NO_NAME_1207
ENSG00000293964	NO_NAME_1154
ENSG00000175147	TMEM51-AS1
ENSG00000310342	NO_NAME_2597
ENSG00000171729	TMEM51
ENSG00000204464	TMEM51-AS2
ENSG00000215720	MFFP1
ENSG00000278480	ZBTB2P1
ENSG00000142621	FHAD1
ENSG00000228140	EFHD2-AS1
ENSG00000233485	FHAD1-AS1
ENSG00000236045	NO_NAME_624
ENSG00000142634	EFHD2
ENSG00000162438	CTRC
ENSG00000142615	CELA2A
ENSG00000215704	CELA2B
ENSG00000132906	CASP9
ENSG00000116138	DNAJC16
ENSG00000251866	SCARNA21B
ENSG00000272510	NO_NAME_2990
ENSG00000116771	AGMAT
ENSG00000237301	NO_NAME_2991
ENSG00000235084	CHCHD2P6
ENSG00000252417	RNU7-179P
ENSG00000294489	NO_NAME_2927
ENSG00000236500	CD24P1
ENSG00000197312	DDI2
ENSG00000215695	RSC1A1
ENSG00000116786	PLEKHM2
ENSG00000271742	NO_NAME_2992
ENSG00000237938	NO_NAME_1112
ENSG00000162461	SLC25A34
ENSG00000224459	SLC25A34-AS1
ENSG00000162460	TMEM82
ENSG00000297277	NO_NAME_2928
ENSG00000162458	FBLIM1
ENSG00000179743	SPEN-AS1
ENSG00000224321	RPL12P14
ENSG00000233954	UQCRHL
ENSG00000178715	NO_NAME_756
ENSG00000065526	SPEN
ENSG00000270620	NO_NAME_618
ENSG00000116809	ZBTB17
ENSG00000234607	NO_NAME_619
ENSG00000231353	NO_NAME_620
ENSG00000275503	NO_NAME_621
ENSG00000224966	TBC1D3P6
ENSG00000183888	SRARP
ENSG00000233078	NO_NAME_622
ENSG00000173641	HSPB7
ENSG00000186510	CLCNKA
ENSG00000307216	NO_NAME_2771
ENSG00000232456	FAM131C2P
ENSG00000184908	CLCNKB
ENSG00000185519	FAM131C
ENSG00000142627	EPHA2
ENSG00000227959	EPHA2-AS1
ENSG00000297531	NO_NAME_1451
ENSG00000142632	ARHGEF19
ENSG00000291077	NO_NAME_1425
ENSG00000237276	ANO7L1
ENSG00000288398	NO_NAME_1121
ENSG00000132881	CPLANE2
ENSG00000293791	NO_NAME_2836
ENSG00000233929	MT1XP1
ENSG00000037637	FBXO42
ENSG00000055070	SZRD1
ENSG00000226457	RPL22P3
ENSG00000187144	SPATA21
ENSG00000157191	NECAP2
ENSG00000290842	NO_NAME_1035
ENSG00000226029	LINC01772
ENSG00000080947	CROCCP3
ENSG00000306228	NO_NAME_2194
ENSG00000206652	RNU1-1
ENSG00000224174	NO_NAME_2878
ENSG00000233421	LINC01783
ENSG00000277344	RNU1-6P
ENSG00000298308	NO_NAME_1500
ENSG00000225710	PDE4DIPP8
ENSG00000219481	NBPF1
ENSG00000271732	NO_NAME_1144
ENSG00000291072	NO_NAME_1036
ENSG00000215908	CROCCP2
ENSG00000283773	NO_NAME_964
ENSG00000293920	NO_NAME_1150
ENSG00000186301	MST1P2
ENSG00000293901	NO_NAME_2776
ENSG00000282143	NO_NAME_1146
ENSG00000207513	RNU1-3
ENSG00000280114	NO_NAME_2825
ENSG00000290849	NO_NAME_2777
ENSG00000236698	EIF1AXP1
ENSG00000296694	NO_NAME_1367
ENSG00000268869	ESPNP
ENSG00000279151	NO_NAME_2343
ENSG00000293526	NO_NAME_1013
ENSG00000282740	NO_NAME_2596
ENSG00000058453	CROCC
ENSG00000290850	NO_NAME_2604
ENSG00000207389	RNU1-4
ENSG00000227684	CROCCP4
ENSG00000290851	NO_NAME_2601
ENSG00000186715	MST1L
ENSG00000223643	NO_NAME_392
ENSG00000230239	PDE4DIPP9
ENSG00000263811	MIR3675
ENSG00000302843	NO_NAME_1893
ENSG00000228549	LINC03126
ENSG00000277234	RNU1-5P
ENSG00000238142	NO_NAME_1896
ENSG00000235241	NO_NAME_393
ENSG00000207005	RNU1-2
ENSG00000272426	NO_NAME_1904
ENSG00000290122	NO_NAME_1900
ENSG00000117122	MFAP2
ENSG00000286898	NO_NAME_1795
ENSG00000226526	NO_NAME_1040
ENSG00000159363	ATP13A2
ENSG00000288636	NO_NAME_17
ENSG00000117118	SDHB
ENSG00000117115	PADI2
ENSG00000204362	LINC02783
ENSG00000282843	NO_NAME_394
ENSG00000142623	PADI1
ENSG00000142619	PADI3
ENSG00000266634	MIR3972
ENSG00000159339	PADI4
ENSG00000276747	PADI6
ENSG00000179051	RCC2
ENSG00000227751	RCC2-AS1
ENSG00000308620	NO_NAME_2453
ENSG00000290096	NO_NAME_1344
ENSG00000307703	NO_NAME_2366
ENSG00000306620	NO_NAME_2241
ENSG00000074964	ARHGEF10L
ENSG00000302710	NO_NAME_1879
ENSG00000236648	LINC02810
ENSG00000117148	ACTL8
ENSG00000296176	NO_NAME_1324
ENSG00000296161	NO_NAME_1320
ENSG00000284653	NO_NAME_81
ENSG00000302372	NO_NAME_1861
ENSG00000261781	LINC01654
ENSG00000117154	IGSF21
ENSG00000280222	NO_NAME_68
ENSG00000293810	NO_NAME_1140
ENSG00000230035	IGSF21-AS1
ENSG00000293766	NO_NAME_1136
ENSG00000225387	NO_NAME_65
ENSG00000294535	NO_NAME_1201
ENSG00000179023	KLHDC7A
ENSG00000235282	DYNLL1P3
ENSG00000225478	NO_NAME_1019
ENSG00000300147	NO_NAME_1667
ENSG00000009709	PAX7
ENSG00000308985	NO_NAME_2496
ENSG00000179002	TAS1R2
ENSG00000159423	ALDH4A1
ENSG00000265606	MIR4695
ENSG00000221662	MIR1290
ENSG00000310349	NO_NAME_2600
ENSG00000169991	IFFO2
ENSG00000295712	NO_NAME_1291
ENSG00000308389	NO_NAME_2433
ENSG00000307102	NO_NAME_2287
ENSG00000272084	NO_NAME_722
ENSG00000127481	UBR4
ENSG00000230424	EMC1-AS1
ENSG00000127463	EMC1
ENSG00000053372	MRTO4
ENSG00000286064	NO_NAME_723
ENSG00000211454	AKR7L
ENSG00000162482	AKR7A3
ENSG00000270728	NO_NAME_2796
